user_id,time_to_10,time_to_25,time_to_50,time_to_90,std_time_10,std_time_25,std_time_50,final_size,strength,pagerank,eigenvector_centrality,approximate_current_flow_betweenness,clustering
2683,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6267029555410596,0.0001304758692011167,2.5956777184766494e-05,3.845433736734745e-17,0.0
2324,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8005725546444531,0.00013303841649197276,3.718651495761328e-06,7.368439903899583e-17,0.0
2501,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6136504497450512,0.00013042808960624195,3.097359495792477e-05,5.1773478433101395e-17,0.0
3471,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6103658396277167,0.00013046219908505164,2.9906130899064735e-05,5.1496357001606303e-17,0.0
1464,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6320761414645957,0.00013048458260496687,2.5993830911464132e-05,8.241607377626925e-17,0.0
24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7393373981089515,0.00013618224053802856,1.423723715278639e-06,6.237764325224923e-17,0.0
1109,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6116846016507935,0.00013048064646481837,2.2762178755540955e-05,0.0,0.0
785,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.4832350134414085,0.0001576340407593219,3.048711374671683e-05,6.867921649367205e-07,0.723157786431065
2158,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7490673270838362,0.00013069719806330064,2.5474838224616305e-05,5.745323093631843e-17,0.0
3206,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6011127817919463,0.00013042627371666156,2.703259749814096e-05,1.8442065337713068e-17,0.0
757,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.096979791491741,0.00013359210294537047,0.00012180774174024031,1.04550668595462e-06,0.6011763058168121
3330,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.056031109800555,0.00021993257821449088,6.438230031563298e-05,1.5915499122214428e-07,0.4806055657079055
2883,1.05,1.05,1.05,1.05,0.2179449471770337,0.2179449471770337,0.2179449471770337,1.05,0.6903951340044465,0.0002026439334869961,9.444813158357056e-08,8.472494717010365e-17,0.0
3931,1.05,1.05,1.05,1.05,0.21794494717703372,0.21794494717703372,0.21794494717703372,1.05,3.226642117778783,0.0004363957044479764,3.534115076493222e-05,2.1732094311528965e-13,0.6498689815558857
6474,1.05,1.05,1.05,1.05,0.21794494717703372,0.21794494717703372,0.21794494717703372,1.05,2.0681876984874483,0.00017696891594303534,3.957285020566316e-05,6.550558186691391e-05,0.6809813991022268
2206,1.05,1.05,1.05,1.05,0.21794494717703372,0.21794494717703372,0.21794494717703372,1.05,1.3073825259836265,0.00019461082537214477,2.8228482371016735e-05,4.8554580527522245e-08,0.6854095593198604
6736,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,55.95,0.6420451061671036,0.0001304641903723279,3.255900134899389e-05,8.371592181117712e-17,0.0
2284,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,55.35,2.018476490122584,0.0002996365462043977,2.6877782687242295e-05,9.043884751008003e-14,0.7334309794442507
5047,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,55.7,3.0111068969427075,0.0001337828829392422,0.00016099099242487924,1.6534786912043482e-06,0.7136822917941984
3708,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,56.3,1.8462538491826082,0.00013202279437842651,9.313351943405538e-05,1.553229955126553e-06,0.6998004096970671
3862,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,56.0,1.8307232455720144,0.00013190737538993104,9.217686245377446e-05,2.463931418316895e-07,0.6952321098633841
3965,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,55.7,0.6373565227849233,0.00013047611825011332,2.8282300335791374e-05,6.843906580312755e-17,0.0
4836,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,56.25,0.6296406642623167,0.00013044860880645669,3.1152969396614965e-05,9.175716180282827e-17,0.0
1314,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,56.3,1.8078683151701196,0.0001321927499041382,9.688499925530954e-05,1.2250672938456058e-08,0.7150113875377003
3042,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,55.7,2.103162129207131,0.00031027694966037725,2.67745784179074e-05,3.7046405327910337e-13,0.7532948540938539
1277,1.15,1.15,1.15,1.2,0.6538348415311012,0.6538348415311012,0.6538348415311012,55.25,0.6339635505261978,0.00013108740611224678,7.320839330341349e-06,5.3487287794178277e-17,0.0
1301,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,55.95,1.2658249595110949,0.0004110348045929411,1.6798417935704152e-05,4.747771288572672e-16,0.0
2314,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,55.0,5.633013789441684,0.00013718040269620487,0.0002643334626457912,4.726369089410891e-05,0.700822322775009
849,1.1,1.15,1.15,1.2,0.43588989435406744,0.6538348415311012,0.6538348415311012,56.15,0.6606236393805092,0.0001305726806606249,2.2504031864971074e-05,6.587051588807726e-17,0.0
4439,1.15,1.2,1.2,1.25,0.47696960070847283,0.6782329983125267,0.6782329983125267,55.45,2.6663946788415966,0.0001874197154558233,7.28481638147657e-05,8.463869913207978e-05,0.5694209814348569
6650,1.2,1.3,1.3,1.4,0.6000000000000001,0.9000000000000001,0.9000000000000001,110.7,3.1022015501647076,0.0001334553037557005,0.00014574609039987195,3.6699553598637177e-07,0.6806422893274333
2985,1.2,1.3,1.3,1.4,0.6000000000000001,0.9000000000000001,0.9000000000000001,111.4,10.271435616480165,0.00014267169715322412,0.0005451843319876671,8.111379017123548e-06,0.7117503980904407
781,1.2,1.25,1.3,1.35,0.6000000000000001,0.7664854858377946,0.9000000000000001,109.8,12.880406512398206,0.00026472902431707657,0.0006321997246709862,5.298450922627682e-05,0.6412206244669088
617,1.2,1.3,1.3,1.4,0.6000000000000001,0.9000000000000001,0.9000000000000001,111.0,0.6371192802947444,0.00013053466529926877,2.208659301481941e-05,6.352690575016307e-17,0.0
4689,1.2,1.25,1.3,1.4,0.6000000000000001,0.7664854858377946,0.9000000000000001,109.9,6.7695673070336895,0.00013955444998668896,0.0003257655598461174,1.64676175414988e-06,0.7014158368128497
5526,1.25,1.3,1.35,1.4,0.7664854858377946,0.9000000000000001,1.061838029079765,110.0,1.2237154965998087,0.00013159177295532759,3.879816577118497e-05,5.296003217861347e-07,0.6158362228357666
7153,1.35,1.5,1.5,1.65,0.7262919523166975,1.0723805294763609,1.0723805294763609,165.35,10.97435666449853,0.000265066057402543,0.0005464523183573561,8.123515290848446e-06,0.6335334270526286
2370,1.35,1.4,1.5,1.65,0.8529361054615991,0.9695359714832659,1.2041594578792296,164.5,6.101307269354368,0.00013825064902118646,0.0002947339544939118,6.158335359380233e-06,0.696584155339448
4258,1.45,1.55,1.6,1.8,0.9205976319760986,1.116915395184434,1.2,220.15,5.76508018138346,0.0002137644739931663,0.0002583831745015704,4.8058773721239706e-06,0.5766633258467634
6374,1.4,1.55,1.6,1.8,0.8,1.116915395184434,1.2,218.4,9.140463549956477,0.00026571691793143034,0.0004492418971168687,2.892291630487666e-05,0.6169460347138518
4162,1.5,1.7,1.75,2.0,0.8660254037844386,1.2288205727444506,1.299038105676658,272.8,9.125196521460834,0.0001414009637906759,0.00047791766262897357,8.229737245327014e-06,0.7104189142202532
1665,1.5,1.75,1.75,2.0,0.8660254037844386,1.299038105676658,1.299038105676658,273.85,12.201426605498833,0.00014482308146981904,0.0006349710170840049,7.525135017805702e-05,0.7081357241785802
1899,1.5,1.65,1.75,1.95,0.8660254037844386,1.1521718621802912,1.299038105676658,275.05,12.157931917940653,0.0001453507485317359,0.0006353140000302787,3.282322027014604e-05,0.7084829719540331
4414,1.5,1.6,1.75,2.0,0.8660254037844386,1.0677078252031311,1.299038105676658,273.75,8.446631956534269,0.00014051790314819636,0.0004461550293470112,2.880829672327671e-05,0.7089114748868143
3458,1.6,1.9,1.9,2.2,0.9165151389911679,1.374772708486752,1.374772708486752,328.6,25.36903299822847,0.00016106214944604344,0.0013406606337382453,8.263604238849319e-05,0.7094529120264185
4270,1.6,1.85,1.9,2.2,0.9165151389911679,1.3143439428094914,1.374772708486752,326.95,23.144041905188693,0.00015807197208888213,0.0012086796859538235,0.00012828397294497332,0.7092268926298594
4781,1.65,1.9,1.95,2.2,0.9096702699330126,1.3,1.3592277219068185,328.6,26.711884535813187,0.00027751928723929555,0.0013729210644901806,0.00012922288602409339,0.6773608383551276
7086,1.7,1.8,2.05,2.3,0.9539392014169455,1.1224972160321824,1.4309088021254186,382.0,22.435365799860623,0.00015737231994855086,0.001158756477947096,8.535867568343785e-05,0.7034187299224726
6265,1.7,1.9,2.05,2.3,0.9539392014169457,1.260952021291849,1.4309088021254186,383.05,30.916366892262918,0.0001675644794343107,0.0016032670722099889,8.434224797282859e-05,0.7048752274887078
1792,1.8,2.0,2.2,2.55,0.9797958971132713,1.2649110640673518,1.4696938456699067,438.1,29.042160171386776,0.00016542871802917997,0.0015324441563419125,0.00015629785614429628,0.7096223154507312
5864,2.0,2.25,2.35,2.8,1.0,1.299038105676658,1.388344337691482,546.5,46.73626988070416,0.00018635795039209166,0.0024465815325685155,9.872684225823113e-05,0.7078651648111988
4441,1.9,2.25,2.35,2.75,0.9949874371066199,1.4097872179871684,1.4924811556599298,493.4,15.713433136789742,0.0001491049128884172,0.0008280809434410874,3.5185987626389703e-05,0.7090524697903384
3544,2.0,2.35,2.5,2.9,1.0,1.388344337691482,1.5,544.65,38.75679196992096,0.0001768494640355849,0.0020410674487965595,0.00013148362446675996,0.7090896939881447
4386,2.1,2.25,2.5,2.85,0.99498743710662,1.1779218989389746,1.396424004376894,603.25,76.26989015423122,0.00022118965250505585,0.003951526164694206,0.00013954145525892428,0.706150357143971
6436,2.1,2.2,2.65,2.95,0.9949874371066199,1.1224972160321824,1.4924811556599298,601.15,42.43792895044412,0.00018133187751525273,0.0022350073035701493,0.00015733364722879362,0.7096279126411291
3706,2.1,2.5,2.65,3.15,0.99498743710662,1.396424004376894,1.4924811556599298,602.6,31.447103129150356,0.00016827360693548706,0.0016481051806008114,8.537868944848202e-05,0.7069775193833573
6611,2.2,2.7,2.75,3.35,0.9797958971132713,1.4177446878757827,1.4448183276799889,656.6,39.907173022427976,0.00017824938468637066,0.0021004325952313522,0.00013284106002661852,0.7081248795797551
4979,2.2,2.45,2.8,3.15,0.9797958971132713,1.2439855304624727,1.4696938456699067,657.95,45.48401404742879,0.0001849283292047159,0.0023930954099166566,0.00015859774253573276,0.7093398656186348
3868,2.2,2.3,2.8,3.25,0.9797958971132713,1.1,1.4696938456699067,654.55,63.96992336815813,0.00031885260428099655,0.0033116664586798844,0.0001591195288917089,0.6949719842242751
3441,2.3,2.5,2.85,3.25,0.9539392014169458,1.161895003862225,1.388344337691482,709.0,95.51869185279884,0.0003150541640713157,0.004880914921143231,0.003894307167756549,0.6903121012437008
976,2.25,2.9,2.9,3.85,0.5361902647381804,0.43588989435406744,0.43588989435406744,1040.3,378.23051814681804,0.0006842272841069532,0.01866445562359005,0.0006613811950317326,0.7103978745632845
6759,2.3,2.45,2.95,3.1,0.9539392014169459,1.1169153951844337,1.4309088021254186,708.05,87.16673749028992,0.00023392296096738793,0.004542852884019406,0.00023505434381298001,0.7075349802202505
2009,2.5,2.7,2.95,3.55,0.8660254037844386,1.0535653752852738,1.2031209415515967,819.8,103.91184140017141,0.00025351300214547176,0.005406110358387271,0.0002629821385980091,0.7080050935373152
1041,2.25,3.0,3.0,4.0,0.4330127018922193,0.0,0.0,1091.7,513.3785570831205,0.0007341530838421303,0.02462947245598575,0.0008797732001731896,0.729371299030811
1030,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1094.55,723.8559123011715,0.0009914188952418485,0.03271640728637453,0.0011214696385659312,0.7205611635960874
1029,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1093.55,607.3855075029197,0.0008473525189617531,0.02838722782741096,0.001012381045669352,0.7354037441611171
1022,2.0,2.8,3.0,4.0,0.0,0.39999999999999997,0.0,1092.15,879.5619488765557,0.0012403875339968423,0.037479412294291546,0.0015449951016554971,0.661951018812803
1015,2.25,2.95,3.0,4.0,0.4330127018922193,0.21794494717703367,0.0,1093.15,562.1943189428791,0.000792675228480438,0.02661006042011566,0.0009568127278481818,0.735185025628784
1001,2.4,3.0,3.0,4.0,0.48989794855663565,0.0,0.0,1094.45,327.65635328356655,0.0005147061746910641,0.016367258301707384,0.0006046692006277873,0.7109111185168511
986,2.1,3.0,3.0,4.0,0.3,0.0,0.0,1095.15,598.2157180216516,0.0008360466841923461,0.028027031308603123,0.0010010593098619177,0.7349326344981847
981,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1092.6,805.2976846079946,0.001099093989974567,0.03536943784546765,0.0013358991775622696,0.6947331962537672
6434,2.1,3.0,3.0,4.0,0.3,0.0,0.0,1093.75,524.6343380145457,0.0007474918772483061,0.025114078128850952,0.0008936372934080641,0.7326770543910078
6826,2.05,2.95,3.0,4.0,0.21794494717703367,0.21794494717703367,0.0,1091.6,631.8737336213709,0.0008771687397684828,0.029316197475107723,0.0010270416354611072,0.7315758771472977
7068,2.3,3.0,3.0,4.0,0.45825756949558405,0.0,0.0,1092.15,400.26282083133214,0.0006000287336965412,0.019690354673581177,0.0007262544892902813,0.7134124994480677
7066,2.0,2.8,3.0,4.0,0.0,0.39999999999999997,0.0,1094.7,829.2348639699039,0.0011352944416097982,0.03600693195014916,0.0014278926371556221,0.6799083836194972
7057,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1092.1,676.0354382326012,0.00093106727214505,0.03103198654144279,0.0010838189228412809,0.7322069108150675
7056,2.4,3.0,3.0,4.0,0.48989794855663565,0.0,0.0,1091.4,440.8749856337596,0.0006479570326082629,0.021494042653485885,0.0007752651525895804,0.7168887074196804
137,2.0,2.85,3.0,4.0,0.0,0.3570714214271425,0.0,1095.1,871.3524210988346,0.0012079086591290913,0.037271110619234285,0.001522561816491423,0.6667244425028049
129,2.0,2.85,3.0,4.0,0.0,0.3570714214271425,0.0,1094.0,762.4035470570929,0.001041527853911305,0.03394299770913348,0.0012195176737086622,0.7043360388406653
169,2.05,2.9,3.0,4.0,0.21794494717703367,0.3,0.0,1093.7,767.8194267864696,0.001047796265244075,0.0341760678439197,0.0012244166629925646,0.7069097319815597
7117,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1095.0,766.6367159992733,0.0010462215902842967,0.03414813147511387,0.00122279377918029,0.7084028152945906
6431,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1092.35,816.6013359679553,0.0011163343689063107,0.03562962489437956,0.0013448474216647011,0.6849901693038052
7094,2.0,2.95,3.0,4.0,0.0,0.21794494717703367,0.0,1092.85,837.3540216819264,0.0011467754179892813,0.036297324397156876,0.0014417394838358018,0.6802386751765098
7087,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1089.9,702.788355770769,0.0009646989067554775,0.03196147704389641,0.0011004127076764982,0.7243938315670918
36,2.0,2.95,3.0,4.0,0.0,0.21794494717703367,0.0,1091.55,736.8931589064092,0.0010082104130036012,0.03312406548079027,0.001121472224092365,0.7140185484357129
21,2.2,3.0,3.0,4.0,0.39999999999999997,0.0,0.0,1093.05,528.2941236327214,0.0007519267578134086,0.02524050230960423,0.0009017975670654226,0.7315286585474182
7147,2.0,2.75,3.0,4.0,0.0,0.4330127018922193,0.0,1092.5,869.8778251350568,0.001201062353251254,0.03725792272739223,0.0015192825552000444,0.6689736398786301
1042,2.05,2.9,3.0,4.0,0.21794494717703367,0.3,0.0,1093.7,574.0497952572146,0.0008070574954907341,0.02708594629091351,0.0009625609757531221,0.735784741418026
165,2.0,2.85,3.0,4.0,0.0,0.3570714214271425,0.0,1090.5,823.22478716864,0.0011249170067866025,0.03589120920679356,0.0014204405529926608,0.6862199897791146
7159,2.15,3.0,3.0,4.0,0.3570714214271425,0.0,0.0,1092.6,601.2265716506882,0.0008402273811243405,0.02811669014841682,0.0009884955007337876,0.7322392397184627
7162,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1093.85,722.2035245178173,0.0009894786781904253,0.0326183346387902,0.0011435095143762393,0.7179592515753258
14,2.15,3.0,3.0,4.0,0.3570714214271425,0.0,0.0,1097.1,449.12730716513374,0.0006579081285748992,0.021872568176690546,0.0007725677296940083,0.7203832832530512
7142,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1093.6,874.3798100496268,0.0012218985780515922,0.03734328777571293,0.0015374313665025884,0.6650041938932989
224,2.15,3.0,3.0,4.0,0.3570714214271425,0.0,0.0,1091.0,514.0144280587543,0.0007348800933628434,0.024650861577418217,0.0008907726391189525,0.7291930265975745
19,2.0,2.8,3.0,4.0,0.0,0.39999999999999997,0.0,1092.85,867.9393260592274,0.0012130536543629251,0.03712031961285922,0.0015195663066141529,0.6647757606397844
120,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1090.85,749.1557435216648,0.0010237026876356659,0.03357026785047342,0.0012024671494319332,0.7129812208401329
102,2.1,3.0,3.0,4.0,0.3,0.0,0.0,1092.0,493.8000126636809,0.0007112517510902448,0.023762974244075,0.0008661632126668201,0.7224847757032015
98,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1092.45,878.9010084129378,0.001296686179336975,0.03747260689081142,0.0015396973692523705,0.6630408079992288
97,2.0,2.9,3.0,3.95,0.0,0.3,0.0,1089.0,782.8500626957094,0.0010680334992570137,0.034658204994628024,0.0012415674790645754,0.7021360579658267
75,2.0,2.8,3.0,4.0,0.0,0.39999999999999997,0.0,1093.5,881.5204443094029,0.001236757256380888,0.037559829204593026,0.0015441767802404597,0.6629210587372442
64,2.0,2.95,3.0,4.0,0.0,0.21794494717703367,0.0,1094.15,802.7471264946739,0.0010955189363101494,0.035273347871522524,0.0013334329692981748,0.6943887929000683
51,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1088.65,591.845142776543,0.000828655589193145,0.02777228103383792,0.0009904826660716338,0.7344479901499537
41,2.1,3.0,3.0,4.0,0.3,0.0,0.0,1093.25,469.0010139762413,0.0006814981499643571,0.022704410600399558,0.0008099537603069932,0.7202845193356737
37,2.25,3.0,3.0,4.0,0.4330127018922193,0.0,0.0,1093.8,352.0694576653015,0.0005433545747150767,0.01749722305986226,0.0006372584963140089,0.7117832159021059
971,2.0,2.95,3.0,4.0,0.0,0.21794494717703367,0.0,1092.75,698.7976427781188,0.0009596930390492607,0.03186232060378982,0.0011003101864301703,0.7285372042782678
970,2.1,3.0,3.0,4.0,0.3,0.0,0.0,1091.6,535.8399392591365,0.0007608977699731137,0.02556142390568222,0.0009415213734296777,0.7339181250762843
1127,2.0,2.8,3.0,4.0,0.0,0.39999999999999997,0.0,1092.9,791.1955044297847,0.0010792505034068602,0.03489613657543736,0.0013113700521521908,0.6970018690065971
1124,2.15,3.0,3.0,4.0,0.3570714214271425,0.0,0.0,1096.3,465.36556752452964,0.0006768014101086105,0.022571124510923985,0.0008450748684899186,0.7219714994393716
6415,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1093.9,866.5349033283545,0.0011981562860151798,0.037115819227709054,0.00151428229964791,0.6672637080611746
1112,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1096.5,638.6776189279982,0.0008853586535623935,0.029594730364200274,0.0010328549945947528,0.7331002252629993
1110,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1094.5,743.8466392261791,0.0010178781193986184,0.03333406018336921,0.0011956321183944608,0.7103621012782609
1105,2.05,2.9,3.0,4.0,0.21794494717703367,0.3,0.0,1093.0,808.1307246455889,0.0011029908422276783,0.03541967550748078,0.0014015025470106137,0.6910803817673993
1104,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1095.15,743.7439803553021,0.001017144850439538,0.03335175222358791,0.001169804818332621,0.7117274469400315
1094,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1090.0,772.469070822848,0.0010538113860883774,0.03433683258672727,0.0012278031347385835,0.7060621592663309
1091,2.0,2.9,3.0,4.0,0.0,0.3,0.0,1091.65,791.9952776007997,0.0011019200345088608,0.03494162121576634,0.0012528265221644365,0.6985237560068921
1084,2.0,2.95,3.0,4.0,0.0,0.21794494717703367,0.0,1091.95,752.7764994938108,0.0010286845529418852,0.03364082384824371,0.0012057220771731403,0.7082828713767397
1073,2.0,2.95,3.0,4.0,0.0,0.21794494717703367,0.0,1092.8,819.2436210639305,0.0011196520636570686,0.03575270563662907,0.001415186881122678,0.6867073736348623
